9;824
59;11782
109;37555
159;53197
209;103421
259;113805
309;191425
359;651171
409;299706
459;480833
509;544094
559;563245
609;712865
659;4429582
709;1747114
759;1670701
809;6823636
859;2153292
909;7254637
959;2869164
1009;6949839
