10;3686;2663;2378;2730
60;61254;303818;246165;50490
110;137712;2019204;6149158;129431
160;433246;10656340;10361945;231332
210;432047;28418727;28541271;632479
260;2198273;47435335;44147498;5296082
310;2758006;87830827;79697313;841888
360;1166588;139583692;122292231;5659265
410;1393097;218968100;201590243;1386124
460;7545284;320149069;279130062;1006697
510;2542355;397627732;362078878;1499814
560;7573551;511912525;489888913;7580153
610;7887687;776172664;756265048;7506076
660;4560243;868935019;751745261;7275778
710;8028712;1070216523;980214287;4743945
760;9730501;1325570855;1179674279;3416152
810;15820608;1570071055;1340051324;3769182
860;10275776;1755637965;1674652288;9849938
910;15569690;1943008214;1901269682;9561699
960;17178143;2425575984;2394391911;9364592
1010;12346508;2712563514;2798439645;10128724
