45;8292
1770;50145
5995;144948
12720;237266
21945;337095
33670;630921
47895;780549
64620;1684868
83845;2208732
105570;4778607
129795;3321601
156520;7835895
185745;8969144
217470;4518776
251695;8196664
288420;7377163
327645;4128022
369370;8581004
413595;11152767
460320;10388328
509545;15491580
