9;2238
59;5097031
109;1150925
159;4412585
209;16024487
259;29976711
309;68608389
359;103769347
409;127601809
459;201459385
509;298153514
559;374056154
609;488913112
659;597211677
709;771243081
759;962731784
809;1277365869
859;1438744178
909;1688634545
959;1873458546
1009;2248800820
