45;2390
1770;320948
5995;6338740
12720;11060032
21945;24164287
33670;44767068
47895;73745990
64620;108477348
83845;199596222
105570;282640010
129795;375955247
156520;586404854
185745;674234870
217470;860855063
251695;987114805
288420;1200958724
327645;1449429181
369370;1789906785
413595;2215069001
460320;2394867701
509545;2969918593
