22;1331
885;170988
2997;956891
6360;6618502
10972;18988668
16835;20352880
23947;39079949
32310;70771352
41922;93156309
52785;109239810
64897;187954756
78260;249132316
92872;301716547
108735;401083350
125847;508120074
144210;632486727
163822;796214456
184685;892115230
206797;1118025241
230160;1294625915
254772;1369309575
