9;984
59;7024
109;11874
159;21255
209;26116
259;30223
309;37854
359;47317
409;44005
459;51680
509;53224
559;61486
609;66331
659;67917
709;70073
759;71804
809;79006
859;91212
909;141104
959;81105
1009;91262
