22;2131
885;55641
2997;170927
6360;245859
10972;383724
16835;420238
23947;649163
32310;749085
41922;886283
52785;5993358
64897;1545285
78260;9089410
92872;2747439
108735;6384217
125847;2662710
144210;8983974
163822;3528672
184685;9311696
206797;8550273
230160;9648446
254772;9960121
