45;3613;2507;2280;2583
1770;61306;699666;306488;36294
5995;176341;2219060;6407916;86921
12720;688257;11650590;10609550;223207
21945;404588;27164943;22516977;321010
33670;607534;49010315;51870668;811481
47895;4312134;90132164;81690090;734495
64620;1203177;126795977;133315503;2212542
83845;4832201;201616783;177959703;1363353
105570;2312486;268815111;260394017;6086502
129795;2067537;408438311;323566173;1293480
156520;8423949;520485315;438219906;1944627
185745;8522817;618962666;599818286;3238876
217470;7178133;893294243;795557571;2553610
251695;10794302;1127143818;1001912927;8270362
288420;9371974;1364230275;1239030126;8170202
327645;9905892;1960988067;2067757080;11614723
369370;18346481;2443453885;1905943284;11404962
413595;12474610;2428165591;2098950461;9972127
460320;11950081;2721525610;2587889669;11506292
509545;19160079;3059022374;3041600173;17308551
