22;2587
885;262041
2997;6878042
6360;12822564
10972;32296968
16835;47631054
23947;92055973
32310;130446945
41922;229970653
52785;326688890
64897;389564710
78260;556554309
92872;752688760
108735;890403584
125847;1174958227
144210;1559286235
163822;1620113263
184685;1877344188
206797;2242460710
230160;2587294648
254772;3112316425
