45;3402
1770;699776
5995;2219060
12720;11650590
21945;27164943
33670;49010315
47895;90132164
64620;126795977
83845;201616783
105570;268815111
129795;408438311
156520;520485315
185745;618962666
217470;893294243
251695;1127143818
288420;1364230275
327645;1960988067
369370;2443453885
413595;2428165591
460320;2721525610
509545;3059022374
